word,classification;
sympathize,C2;
settlement,C1;
settlement,C2;
statement,C2;
spectator,B2;
survivor,B2;
successor,C2;
shooting,B2;
shop,A1;
supermarket,A1;
swimming pool,A1;
thing,A1;
ticket,A1;
set,A2;
shop assistant,A2;
side,A2;
skate,A2;
sort,A2;
sports centre,A2;
stadium,A2;
surname,A2;
surprise,A2;
text,A2;
textbook,A2;
text message,A2;
theatre,A2;
thing,A2;
toothbrush,A2;
top,A2;
tour guide,A2;
session,B1;
signpost,B1;
site,B1;
sleep,B1;
smile,B1;
spot,B1;
spy,B1;
store,B1;
studio,B1;
success,B1;
system,B1;
tense,B1;
tissue,B1;
total,B1;
travel agent,B1;
trend,B1;
trick,B1;
tube,B1;
side,B2;
slope,B2;
society,B2;
source,B2;
spreadsheet,B2;
stage,B2;
stain,B2;
step,B2;
story,B2;
strategy,B2;
studio,B2;
suffix,B2;
surface,B2;
sword,B2;
system,B2;
task,B2;
terminal,B2;
text,B2;
theory,B2;
thesis,B2;
thing,B2;
third,B2;
timetable,B2;
tomb,B2;
tool,B2;
torch,B2;
trick,B2;
trolley,B2;
tube,B2;
setback,C1;
slot,C1;
source,C1;
spectrum,C1;
sphere,C1;
spokesman,C1;
spokesperson,C1;
stand,C1;
star,C1;
statistic,C1;
status symbol,C1;
stereotype,C1;
stroll,C1;
summit,C1;
surge,C1;
surgeon,C1;
tactic,C1;
tendency,C1;
thrill,C1;
tip,C1;
toast,C1;
token,C1;
tool,C1;
trek,C1;
shade,C2;
shield,C2;
shock,C2;
side effect,C2;
siren,C2;
sketch,C2;
spade,C2;
spark,C2;
specimen,C2;
spectrum,C2;
splash,C2;
stance,C2;
stand,C2;
standpoint,C2;
start,C2;
strand,C2;
stroke,C2;
summit,C2;
supplement,C2;
symptom,C2;
synonym,C2;
tank,C2;
tenant,C2;
thread,C2;
threshold,C2;
timber,C2;
touch,C2;
treasure,C2;
treaty,C2;
truth,C2;
today,A1;
tomorrow,A1;
soap,A2;
south,A2;
time,A2;
tonight,A2;
town,A2;
side,B1;
silence,B1;
silk,B1;
smoke,B1;
southeast,B1;
southwest,B1;
stuff,B1;
time,B1;
toothpaste,B1;
trade,B1;
trouble,B1;
sight,B2;
space,B2;
speed,B2;
storage,B2;
thought,B2;
today,B2;
trouble,B2;
truth,B2;
slavery,C1;
smog,C1;
solitude,C1;
status,C1;
stress,C1;
teamwork,C1;
time,C1;
tuition,C1;
silence,C2;
slaughter,C2;
spice,C2;
stardom,C2;
strength,C2;
suspense,C2;
sympathy,C2;
territory,C2;
theory,C2;
tomorrow,C2;
trouble,C2;
Sunday,A1;
Thursday,A1;
time,A1;
Tuesday,A1;
sound,A2;
space,A2;
shadow,B1;
society,B1;
speed,B1;
style,B1;
technique,B1;
turkey,B1;
silence,B2;
standard,B2;
substance,B2;
trace,B2;
tragedy,B2;
texture,C1;
trial,C1;
splendour,C2;
stimulus,C2;
surplus,C2;
trauma,C2;
statistics,B2;
surroundings,B2;
telecommunications,B2;
talks,C2;
troops,C2;
singular,A2;
swim,A2;
the third person,B2;
toll,C1;
slice,C2;
thought,C2;
threat,C2;
toll,C2;
tone,C2;
sit,A1;
sleep,A1;
stay,A1;
think,A2;
shine,B1;
shop,B1;
skate,B1;
surf,B1;
think,B1;
shake,B2;
sink,B2;
sit,B2;
sneeze,B2;
sob,B2;
speak,B2;
think,B2;
train,B2;
tremble,B2;
spy,C1;
thrive,C1;
shake,C2;
shine,C2;
slip,C2;
soar,C2;
squeak,C2;
stumble,C2;
submit,C2;
threaten,C2;
tick,C2;
serve,A2;
teach,A2;
serve,B1;
solve,B1;
surround,B1;
teach,B1;
stab,B2;
stamp,B2;
submit,B2;
suggest,B2;
suit,B2;
suspend,B2;
shield,C1;
shoot,C1;
spare,C1;
split,C1;
spoil,C1;
suppose,C1;
suspend,C1;
threaten,C1;
trigger,C1;
shape,C2;
sharpen,C2;
spur,C2;
stir,C2;
strike,C2;
support,C2;
suppress,C2;
surround,C2;
suspect,C2;
sustain,C2;
swallow,C2;
swear,C2;
target,C2;
thrill,C2;
time,C2;
tolerate,C2;
top,C2;
sing,A1;
study,A1;
swim,A1;
teach,A1;
travel,A1;
steal,A2;
surf,A2;
sew,B1;
share,B1;
sink,B1;
stir,B1;
tour,B1;
train,B1;
shrink,B2;
start,B2;
steer,B2;
survive,B2;
swallow,B2;
shine,C1;
shorten,C1;
show,C1;
soak,C1;
spin,C1;
sue,C1;
swap,C1;
transmit,C1;
shrug,C2;
signal,C2;
speculate,C2;
suck,C2;
soldier,B1;
torture,C1;
suicide,B2;
theft,B2;
shattered,C2;
starving,B2;
thus,B2;
sir,B1;
sure,A2;
tiresome,C2;
tertiary,C1;
somewhat,C1;
thereby,C1;
thereafter,C2;
substantial,B2;
trivial,B2;
tropical,B2;
torrential,C2;
spiritual,B2;
technical,B2;
stereotypical,C2;
superficial,C2;
technological,B2;
short-sighted,C2;
so-called,B2;
tired,A1;
surprised,A2;
shocked,B1;
stressed,B1;
talented,B1;
terrified,B1;
sophisticated,B2;
thrilled,B2;
stunned,C2;
stressful,B1;
skilful,B2;
thoughtful,B2;
thoughtful,C1;
tactful,C2;
toxic,B2;
therapeutic,C1;
sympathetic,B2;
tragic,B2;
setting,B2;
stunning,B2;
thrilling,B2;
sparkling,C1;
staggering,C1;
soothing,C2;
thriving,C2;
shocking,B1;
surprising,B1;
tiring,B1;
terrifying,B2;
transmission,C2;
stylish,B1;
snobbish,C2;
supportive,C1;
talkative,C1;
spotless,C2;
tasteless,C2;
tasteless,C1;
speechless,C1;
tactless,C2;
thoughtless,C2;
terribly,B1;
totally,B1;
seriously,B2;
simply,B2;
slightly,B2;
strongly,B2;
surely,B2;
tremendously,B2;
truly,C1;
sufficiently,C1;
surprisingly,B1;
tragically,C2;
technologically,C1;
suspicious,B2;
simultaneous,C1;
spacious,C1;
tedious,C1;
sexy,B2;
shabby,C1;
stormy,C1;
thirsty,A2;
spicy,B1;
tasty,B1;
sunny,A2;
stormy,B2;
sporty,C1;
sexual,C1;
trio,C2;
sick,A2;
sore,B1;
swollen,B2;
side,C2;
stitch,C2;
tight,B1;
sorry,A1;
short,A2;
sorry,A2;
short,B2;
slight,B2;
straight,B2;
total,B2;
therefore,B1;
thank you,B1;
target,C1;
strict,B2;
small,A1;
single,A2;
soft,A2;
special,A2;
straight,A2;
terrible,A2;
thin,A2;
sharp,B1;
smooth,B1;
strong,B1;
terrific,B1;
thick,B1;
tiny,B1;
severe,B2;
shallow,B2;
single,B2;
solid,B2;
stiff,B2;
strong,B2;
sufficient,B2;
superb,B2;
thick,B2;
tight,B2;
transparent,B2;
tremendous,B2;
solid,C1;
splendid,C1;
state-of-the-art,C1;
terrific,C1;
tranquil,C1;
sober,C2;
swift,C2;
tight,C2;
tough,C2;
troublesome,C2;
through,B1;
that,B2;
together,B2;
this,C1;
sweet,A1;
sour,B1;
still,B1;
tough,B2;
stale,C1;
tender,C2;
thirst,B2;
stock market,C1;
share,C2;
solar,B2;
sun,A1;
try,B2;
touch,B1;
shower,B2;
slim,A1;
strong,A2;
teenage,B1;
shy,B1;
silly,B1;
smart,B1;
strict,B1;
stupid,B1;
sweet,B1;
sharp,B2;
sorry,B2;
stubborn,B2;
tense,B2;
sincere,C1;
stable,C1;
trustworthy,C1;
shallow,C2;
shrewd,C2;
sick,C2;
stern,C2;
stiff,C2;
superior,C2;
timid,C2;
TRUE,C2;
temper,B2;
terror,B2;
totalitarian,C2;
together,A1;
tribe,B2;
shut,B1;
sports,B1;
team,A2;
smart,C1;
silent,B2;
staff,A2;
team,B1;
shift,B2;
sociable,B1;
suitable,B1;
sustainable,C1;
social,B1;
traditional,B1;
social,B2;
supernatural,B2;
statistical,C1;
structural,C2;
territorial,C2;
theoretical,C2;
tribal,C2;
tolerant,C1;
skilled,B2;
soaked,B2;
troubled,C1;
stranded,C2;
structured,C2;
successful,B1;
successful,B2;
shameful,C1;
skilful,C1;
thankful,C1;
tasteful,C2;
thoughtful,C2;
tangible,C2;
specific,B2;
specific,C1;
strategic,C1;
symbolic,C2;
sympathetic,C2;
systematic,C2;
traumatic,C2;
soaking,B2;
sparkling,B2;
striking,B2;
surrounding,B2;
soaring,C1;
time-consuming,C1;
transitive,B2;
subjective,C1;
successive,C2;
slowly,A2;
seriously,B1;
softly,B1;
specially,B1;
suddenly,B1;
severely,B2;
sharply,B2;
shortly,B2;
significantly,B2;
silently,B2;
simultaneously,B2;
smoothly,B2;
steadily,B2;
strangely,B2;
strictly,B2;
successfully,B2;
suitably,B2;
suspiciously,B2;
temporarily,B2;
terribly,B2;
thoroughly,B2;
tightly,B2;
traditionally,B2;
truly,B2;
similarly,C1;
sincerely,C1;
solely,C1;
specifically,C1;
subsequently,C1;
substantially,C1;
supposedly,C1;
technically,C1;
thankfully,C1;
smoothly,C2;
sparsely,C2;
spiritually,C2;
strategically,C2;
subconsciously,C2;
superficially,C2;
swiftly,C2;
systematically,C2;
technically,C2;
theoretically,C2;
thoughtfully,C2;
serious,B2;
strenuous,C2;
superfluous,C2;
synonymous,C2;
shiny,B1;
sleepy,B1;
sticky,B1;
tricky,B2;
sleepy,C1;
slippery,C1;
shabby,C2;
smoky,C2;
squeaky,C2;
sexual,B2;
short,A1;
slow,A1;
tall,A1;
simple,A2;
small,A2;
strange,A2;
tall,A2;
TRUE,A2;
silent,B1;
similar,B1;
simple,B1;
soft,B1;
southern,B1;
spare,B1;
special,B1;
spectacular,B1;
steep,B1;
strange,B1;
temporary,B1;
TRUE,B1;
short-term,B2;
significant,B2;
simple,B2;
slow,B2;
steady,B2;
still,B2;
straightforward,B2;
stuck,B2;
sudden,B2;
thorough,B2;
sharp,C1;
sheer,C1;
smooth,C1;
sole,C1;
steady,C1;
steep,C1;
stuck,C1;
subsequent,C1;
through,C1;
set,C2;
shaken,C2;
sheer,C2;
slender,C2;
slim,C2;
smooth,C2;
solid,C2;
solitary,C2;
still,C2;
strict,C2;
subject,C2;
subtle,C2;
supplementary,C2;
turbulent,C2;
sometimes,A1;
then,A1;
there,A1;
tonight,A1;
too,A1;
somewhere,A2;
soon,A2;
still,A2;
then,A2;
there,A2;
somehow,B1;
straight,B1;
together,B1;
since,B2;
somehow,B2;
then,B2;
there,B2;
top,B2;
throughout,C1;
sideways,C2;
together,C2;
sin,C2;
slap,C2;
treat,C2;
turmoil,C2;
set,C1;
survey,C1;
surrender,C2;
utter,C2;
undertake,C1;
unwind,C1;
workaholic,C2;
violate,C2;
weep,C2;
unemployment,B1;
unhappiness,B2;
unwillingness,C1;
undo,B2;
unlock,B2;
untie,B2;
unfold,C1;
unload,C2;
unwind,C2;
withdrawal,C2;
viewer,B2;
voter,C2;
winner,A2;
worker,A2;
well-being,C1;
writing,A1;
writing,A2;
writing,B1;
writing,B2;
warning,B1;
walking,A2;
understanding,B2;
wedding,B1;
windsurfing,B1;
turning,B1;
vocation,C2;
vanity,C2;
vitality,C2;
willingness,B2;
visitor,A2;
zoo,A1;
web,B1;
whale,B1;
wing,B1;
wasp,B2;
wolf,B2;
worm,B2;
zebra,B2;
violin,A2;
verse,B2;
whistle,B2;
work,B2;
virus,B2;
waist,B2;
wound,B2;
wrist,B2;
X-ray,B2;
vein,C1;
wreck,C2;
wrinkle,C2;
welfare,B2;
vaccine,C2;
water,C2;
twist,C1;
vaccinate,C2;
vomit,C2;
watch,A1;
umbrella,A2;
zip,B2;
veil,C1;
vest,C1;
underwear,B1;
velvet,C2;
underpants,B1;
wardrobe,C1;
wear,A1;
word,A1;
verb,A2;
vowel,B1;
update,B2;
use,B2;
yell,B2;
vocabulary,A2;
welcome,B1;
underline,B1;
warn,B1;
underline,B2;
welcome,B2;
wonder,B1;
write,B1;
whisper,B2;
volunteer,C1;
witness,B2;
verdict,C2;
yard,B1;
volume,B2;
weight,B2;
yellow,A2;
width,B2;
worst,B1;
university,A1;
year,A2;
workshop,C1;
vegetable,A1;
vegetarian,B1;
vinegar,B2;
yogurt,A2;
wall,A1;
window,A1;
washing machine,A2;
venue,B2;
warehouse,C2;
wallet,A2;
will,C2;
wealth,B2;
turnover,C1;
withdraw,C1;
village,A1;
view,A2;
wood,A2;
valley,B1;
waterfall,B1;
wave,B1;
weather forecast,B1;
volcano,B2;
vine,C1;
weed,C2;
wilderness,C2;
water,A1;
weather,A1;
water,A2;
warmth,B2;
wind,A1;
winter,A1;
woodland,C2;
world,A1;
walk,A2;
use,A2;
washing-up,A2;
work,B1;
violence,B2;
wait,B2;
wait,A1;
wash,A1;
wander,B2;
yawn,B2;
wink,C2;
use,A1;
use,B1;
waste,B1;
wrap,B1;
upgrade,B2;
watch,B2;
water,B2;
wipe,B2;
wrap,B2;
twist,C2;
visit,A1;
walk,A1;
wake,B1;
warm,B2;
widen,B2;
woman,A1;
worry,B1;
wish,B2;
type,C1;
wisdom,B2;
worry,B2;
will,C1;
wit,C1;
willpower,C2;
will,B2;
worry,A2;
want,A1;
wing,C2;
wife,A1;
uncle,A2;
twin,B1;
widow,B2;
unit,C1;
video game,A2;
win,C1;
volleyball,A2;
yoga,B1;
victory,B2;
withdraw,C2;
website,A1;
web page,A2;
virus,B1;
webcam,B1;
window,B1;
wire,B2;
volume,B1;
virtual reality,B2;
video,A2;
work,A2;
tyre,A2;
way,A2;
van,B1;
vehicle,B1;
windscreen,B1;
voyage,B2;
wing,B2;
yacht,B2;
vacancy,C1;
union,B1;
workplace,C1;
venture,C2;
work,A1;
wine,A1;
whisky,B2;
uncountable noun,B1;
uncertainty,C1;
unrest,C2;
unload,C1;
unfold,C2;
uncover,C1;
undress,B1;
unpack,B1;
variable,C1;
waiter,A1;
user,B1;
writer,B1;
walker,C1;
villager,C2;
understanding,C2;
undertaking,C2;
upbringing,B2;
vision,B2;
variation,C2;
vegetation,C1;
vision,C1;
variation,B2;
vandalism,C2;
unity,C1;
validity,C2;
weakness,B2;
usefulness,C1;
tutor,B2;
warrior,C1;
waitress,A1;
week,A1;
weekend,A1;
year,A1;
type,A2;
uniform,A2;
weekday,A2;
wheel,A2;
unit,B1;
vase,B1;
vet,B1;
video clip,B1;
view,B1;
visa,B1;
visit,B1;
voice,B1;
vote,B1;
wardrobe,B1;
way,B1;
wheelchair,B1;
workout,B1;
zone,B1;
version,B2;
victim,B2;
vitamin,B2;
volunteer,B2;
ward,B2;
wave,B2;
version,C1;
viewpoint,C1;
walk,C1;
witch,C1;
youngster,C1;
urge,C2;
veteran,C2;
vice,C2;
virgin,C2;
virtue,C2;
volume,C2;
vow,C2;
wave,C2;
whim,C2;
wish,C2;
west,A2;
wool,A2;
value,B1;
variety,B1;
weight,B1;
wildlife,B1;
waste,B2;
wheat,B2;
usage,C1;
worse,C1;
upkeep,C2;
view,C2;
violence,C2;
welfare,C2;
worship,C2;
wreckage,C2;
xenophobia,C2;
TV,A1;
Wednesday,A1;
white,A2;
wage,B1;
view,B2;
vocabulary,C1;
way,C1;
way,C2;
vanish,B2;
vary,B2;
wait,C1;
visit,A2;
win,A2;
update,B1;
upload,B1;
weigh,B1;
underestimate,B2;
upset,B2;
value,B2;
wear,B2;
weigh,B2;
underestimate,C1;
undergo,C1;
verify,C1;
worship,C1;
undermine,C2;
uphold,C2;
use,C2;
value,C2;
wear,C2;
wield,C2;
withstand,C2;
understand,A1;
write,A1;
understand,A2;
write,A2;
type,B1;
understand,B1;
win,B1;
unite,C1;
wave,C1;
weaken,C1;
worsen,C1;
weaken,C2;
weapon,B2;
war,A2;
war,C2;
unwell,B1;
yes,A1;
yes,A2;
undesirable,C2;
undue,C2;
useless,C2;
utmost,C1;
worthy,C1;
whereby,C2;
wretched,C2;
uncomfortable,B1;
unacceptable,B2;
unaffordable,C1;
unbelievable,B1;
unreasonable,B2;
unreliable,B2;
uncomfortable,C1;
unavailable,B2;
unconventional,C1;
unethical,C2;
unbalanced,C2;
undressed,B2;
unlimited,B2;
unspoiled,C1;
unexpected,B1;
uninterested,B1;
unmarried,C1;
unemployed,B1;
unhelpful,B2;
unrealistic,B2;
uninteresting,B1;
unfortunately,A2;
undoubtedly,B2;
unexpectedly,B2;
unreasonably,C1;
unwillingly,C1;
unconscious,B2;
unscrupulous,C2;
unhealthy,B1;
unfit,B1;
unimportant,B1;
unpleasant,B1;
unfit,B2;
unsatisfactory,B2;
uneven,C2;
unhappy,A2;
unhappy,B1;
unkind,B1;
unaware,B2;
uncertain,B2;
uneasy,B2;
unfortunate,B2;
unpopular,B2;
unsure,B2;
unpleasant,C1;
unwise,C2;
viable,C2;
valuable,B1;
virtual,B2;
wrinkled,C2;
twisted,B2;
well-educated,C1;
well-qualified,C1;
well-balanced,B2;
well-dressed,B1;
worried,A2;
well-balanced,C1;
united,B2;
useful,A2;
wonderful,A2;
winding,B2;
worrying,B2;
working,B1;
vaccination,C2;
useless,B1;
virtually,B2;
violently,B2;
warmly,B2;
willingly,B2;
vivacious,C2;
wealthy,B2;
windy,A2;
well,A1;
warm,A2;
written,B1;
very,A1;
well,A2;
well,B2;
well,C1;
voice,C2;
white,A1;
yellow,A1;
whole,A2;
wide,A2;
worse,A2;
worst,A2;
upright,B2;
vast,B2;
vivid,B2;
versatile,C2;
underneath,B2;
upside down,B2;
weak,B2;
upstairs,B1;
upstairs,A2;
well-off,C1;
warm,A1;
wet,A2;
underground,B2;
wild,B2;
worldwide,B2;
wild,C2;
wash,A2;
young,A1;
weak,B1;
white,B1;
well-built,B2;
youth,B1;
upset,A2;
well-known,A2;
wise,B2;
witty,B2;
vain,C2;
wary,C2;
wicked,C2;
willing,C2;
withdrawn,C2;
vacant,B2;
workforce,C1;
turnover,C2;
violent,B2;
unforgettable,B1;
unbearable,B2;
unbelievable,B2;
unfashionable,B2;
unpredictable,B2;
unsuitable,B2;
unavailable,C1;
unavoidable,C1;
undeniable,C1;
unthinkable,C1;
unattainable,C2;
unfavourable,C2;
unimaginable,C2;
unsustainable,C2;
unprofessional,C1;
unconditional,C2;
unchanged,B2;
unjustified,C1;
unnoticed,C1;
unqualified,C1;
unrelated,C1;
unsolved,C1;
untouched,C1;
unwanted,C1;
unaffected,C2;
unbiased,C2;
undeveloped,C2;
undoubted,C2;
uninhabited,C2;
unprecedented,C2;
unsuccessful,B2;
unhelpful,C1;
uneventful,C2;
unattractive,B2;
unattractive,C1;
unproductive,C1;
unlikely,B1;
unlikely,C2;
unfairly,B2;
uncomfortably,C1;
unnecessarily,C1;
unquestionably,C1;
unsuccessfully,C1;
unavoidably,C2;
unconsciously,C2;
undeniably,C2;
unconscious,C2;
unlucky,B1;
unusual,A2;
unfair,B1;
unfriendly,B1;
unknown,B1;
unnecessary,B1;
untidy,B1;
unclear,B2;
unfair,B2;
unfamiliar,B2;
unnatural,B2;
unwilling,B2;
uncommon,C1;
unforeseen,C1;
unpaid,C1;
unreal,C1;
unsafe,C1;
untrue,C1;
understandable,B2;
valuable,B2;
vulnerable,C2;
typical,B1;
usual,B1;
universal,B2;
visual,B2;
vertical,C1;
virtual,C1;
verbal,C2;
vocational,C2;
varied,B2;
well-organized,B2;
well-equipped,C1;
well-informed,C1;
twisted,C2;
underdeveloped,C2;
visible,B2;
visible,C1;
upcoming,C1;
underlying,C2;
worthless,C1;
worthless,C2;
weekly,A2;
usually,A2;
typically,B1;
urgently,B1;
typically,B2;
vividly,B2;
widely,B2;
wildly,B2;
wrongly,B2;
ultimately,C1;
understandably,C1;
universally,C1;
utterly,C1;
wisely,C1;
ultimately,C2;
unanimously,C2;
vaguely,C2;
visibly,C2;
vitally,C2;
voluntarily,C2;
wholeheartedly,C2;
wholly,C2;
wildly,C2;
various,A2;
unanimous,C2;
vicious,C2;
wrong,A1;
wild,A2;
wooden,A2;
upper,B1;
up-to-date,B1;
urgent,B1;
warm,B1;
western,B1;
wet,B1;
wrong,B1;
ultimate,B2;
underwater,B2;
unique,B2;
urban,B2;
valid,B2;
vital,B2;
waterproof,B2;
weird,B2;
well-paid,B2;
worthwhile,B2;
wrong,B2;
ultimate,C1;
underpaid,C1;
upper-class,C1;
upward,C1;
vague,C1;
voluntary,C1;
weak,C1;
widespread,C1;
working-class,C1;
wrong,C1;
underway,C2;
vague,C2;
very,C2;
weary,C2;
white,C2;
would-be,C2;
up,A1;
when,A1;
where,A1;
why,A1;
yesterday,A1;
twice,A2;
up,A2;
wrong,A2;
yet,A2;
up,B1;
why,B1;
worse,B1;
up,B2;
wide,B2;
worst,B2;
upwards,C1;
vice versa,C1;
yet,C1;
uphill,C2;
whenever,C2;
whereabouts,C2;
whole,C2;
world,B1;
union,B2;
vote,B2;
the upper class,C1;
the working class,C1;
workforce,C2;
win,B2;
yield,C2;
violent,C2;
bye,A1;
Cheers!,B1;
Cheers!,B2;
amongst,B2;
all,A1;
alright,A1;
can,A1;
at,A2;
according to,B1;
because of,B1;
against,B2;
any,A1;
another,A2;
at,A1;
behind,A1;
between,A1;
against,A2;
beside,A2;
between,A2;
among,B1;
by,B1;
at,B2;
beneath,B2;
beyond,B2;
be,A2;
a,A1;
an,A1;
both,A1;
a,A2;
all,B1;
cannot,A1;
can,B1;
can,B2;
after,A1;
before,A1;
along,A2;
among,A2;
by,A2;
against,B1;
at,B1;
between,B1;
according to,B2;
after,B2;
along,B2;
by,B2;
after,C1;
amid,C1;
among,C1;
after,C2;
amid,C2;
before,C2;
behind,C2;
beneath,C2;
anything,A1;
anybody,A2;
anyone,A2;
anybody,B1;
anyone,B1;
concerning,B2;
damn,B1;
considering,B2;
do,B2;
could,A2;
could,B1;
despite,B1;
every,A1;
double,B1;
enough,B2;
everything,A2;
do,B1;
each,A1;
every,B2;
congratulations,A2;
during,A2;
except,A2;
everybody,A2;
everyone,A2;
goodbye,A1;
hi,A1;
hey,A2;
good afternoon,A1;
good evening,A1;
good morning,A1;
good night,A1;
hello,A1;
for,A2;
for,B2;
few,B1;
from,A1;
in,A1;
inside,A1;
into,A1;
from,A2;
from,B2;
for,B1;
including,A2;
following,B2;
her,A1;
his,A1;
for,A1;
into,A2;
from,B1;
instead of,B1;
into,B1;
for,C1;
in,C2;
inside,C2;
he,A1;
him,A1;
I,A1;
it,A1;
hers,A2;
herself,A2;
himself,A2;
his,A2;
it,A2;
herself,B2;
himself,B2;
it,B2;
it,C2;
may,B1;
much,C1;
one,C1;
oneself,C1;
oh,A1;
out of,B2;
itself,B1;
many,A1;
more,A1;
much,A1;
other,A1;
other,A2;
least,B2;
near,A1;
of,A1;
on,A1;
next to,A2;
of,A2;
opposite,A2;
out of,A2;
of,B1;
out of,B1;
nothing,A2;
none,B1;
its,A1;
my,A1;
our,A1;
much,A2;
one,A2;
most,B1;
other,B1;
one,B2;
may,A2;
might,A2;
must,A2;
might,B1;
must,B1;
ought to,B1;
must,B2;
ought to,B2;
like,A2;
minus,A2;
onto,B1;
like,B2;
of,B2;
onto,B2;
owing to,B2;
of,C1;
over,C2;
me,A1;
itself,A2;
mine,A2;
myself,A2;
nobody,A2;
no one,A2;
ours,A2;
ourselves,A2;
nothing,B1;
most,B2;
myself,B2;
next,B2;
regarding,B1;
please,A1;
pardon,A2;
past,A2;
plenty,B1;
past,A1;
per,A2;
plus,A2;
past,B2;
thanks,A1;
thank you,A1;
thank you,A2;
shall,A2;
towards,B2;
some,A1;
several,A2;
some,B2;
through,A2;
to,B1;
something,A1;
that,A1;
the,A1;
their,A1;
these,A1;
this,A1;
those,A1;
the,A2;
the,B1;
their,B1;
such,B2;
the,B2;
some,C1;
should,A2;
should,B1;
than,A1;
since,A2;
than,A2;
till,A2;
towards,B1;
throughout,B2;
times,B2;
to,B2;
towards,C1;
she,A1;
them,A1;
they,A1;
somebody,A2;
someone,A2;
theirs,A2;
themselves,A2;
this,A2;
that,B1;
them,B1;
they,B1;
themselves,B2;
they,B2;
such,C2;
wow,A2;
yeah,A2;
upon,B2;
whom,B2;
welcome,A2;
will,A2;
via,B1;
which,B1;
whatever,B2;
under,A1;
with,A1;
under,A2;
without,A2;
underneath,B1;
with,B1;
within,B1;
within,B2;
versus,C1;
unlike,B2;
unlike,C2;
what,A1;
which,A1;
your,A1;
what,B1;
whose,B1;
your,B1;
whichever,B2;
will,A1;
would,B1;
would,B2;
until,A1;
until,A2;
with,A2;
under,B2;
with,B2;
within,C1;
us,A1;
we,A1;
who,A1;
you,A1;
which,A2;
who,A2;
you,A2;
yours,A2;
yourself,A2;
we,B1;
whatever,B1;
who,B1;
which,B2;
whoever,B2;
yourself,B2;
; not on any account,C2
; aspire to do sth,C2
; drive sb to do sth,C1
; do justice to sb/sth,C2
; have no foundation,C2
; set sth on fire,C2
; not by any means,C1
; long to do sth,C2
; on sb's part,C2
; for sb's/sth's sake,B2
; somewhere safe,C1
; shortly after/before sth,B1
; be slow in doing sth,C2
; in some/many ways,B2
; know how to work sth,C1
